,Year,State,Division,County,Region,Population_Description,Offense,Offender_Race,Offender_Ethnicity,Offender_Age,Offender_Sex,Victim_Type,Location,Weapon,Property_Type,Stolen_Value,Recovered_Value,Recovered?,Recovery_Date
24584,2019,South Carolina,South Atlantic,DORCHESTER; CHARLESTON,South,"Cities from 100,000 thru 249,999",False Pretenses/Swindle/Confidence Game,,,,,Individual,Department/Discount Store,,Money,3200.0,0.0,N,
24587,2019,Colorado,Mountain,WELD; ADAMS,West,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,3000.0,3000.0,Y,07-Oct-19
24588,2019,North Carolina,South Atlantic,WAYNE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,15000.0,15000.0,Y,03-Mar-19
71234,2019,North Carolina,South Atlantic,CABARRUS,South,"Cities from 50,000 thru 99,999",Theft From Building,,,,,Business,Residence/Home,,Building Materials,4000.0,0.0,N,
71232,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",Theft From Building,,,,,Business,Commercial/Office Building,,Computer Hard/ Software,6000.0,0.0,N,
71228,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Theft From Building,,,,,Business,Commercial/Office Building,,Tools,4300.0,0.0,N,
71226,2019,Massachusetts,New England,NORFOLK,Northeast,"Cities from 10,000 thru 24,999",Theft From Building,,,,,Business,Construction Site,,Industrial Equipment,28161.0,0.0,N,
71225,2019,South Carolina,South Atlantic,BERKELEY,South,"MSA counties 100,000 or over",Theft From Building,,,,,Business,Commercial/Office Building,,Tools,6734.0,0.0,N,
24590,2019,Michigan,East North Central,JACKSON,Midwest,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,1500.0,0.0,N,
71137,2019,North Carolina,South Atlantic,STANLY,South,"Cities from 10,000 thru 24,999",Theft From Building,White,Unknown,32.0,M,Individual,Residence/Home,,Tools,1925.0,0.0,N,
71222,2019,North Carolina,South Atlantic,CASWELL,South,"Non-MSA counties from 10,000 thru 24,999",Theft From Building,Unknown,Unknown,,U,Business,Residence/Home,,Tools,1069.0,0.0,N,
24597,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Convenience Store,,Automobile,14000.0,14000.0,Y,31-Jan-19
24598,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,6000.0,0.0,N,
71203,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,,58.0,U,Individual,Field/Woods,,Tools,5000.0,0.0,N,
24599,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,27000.0,0.0,N,
24601,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,10000.0,10000.0,Y,31-Aug-19
24602,2019,North Carolina,South Atlantic,TRANSYLVANIA,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,3200.0,3200.0,Y,24-Apr-19
24603,2019,Ohio,East North Central,WARREN; BUTLER,Midwest,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Rental Storage Facility,,Recreational Vehicles,21500.0,0.0,N,
24604,2019,North Carolina,South Atlantic,ORANGE; DURHAM,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,24000.0,24000.0,Y,30-Dec-19
24612,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Hotel/Motel/Etc.,,Automobile,6575.0,6575.0,Y,20-May-19
24613,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,3000.0,3000.0,Y,17-Dec-19
24616,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,2200.0,0.0,N,
71180,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Burglary/Breaking & Entering,White,Unknown,34.0,M,Business,Specialty Store,,Tools,6105.0,5205.0,Y,10-May-19
71174,2019,North Carolina,South Atlantic,GUILFORD; FORSYTH,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,Not Hispanic or Latino,39.0,M,Business,Construction Site,,Computer Hard/ Software,2000.0,0.0,N,
24596,2019,Texas,West South Central,WHARTON,South,"Non-MSA counties from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,1500.0,0.0,N,
67612,2019,Michigan,East North Central,NEWAYGO; OCEANA,Midwest,"Cities under 2,500",Burglary/Breaking & Entering,Unknown,,39.0,M,Individual,Other/Unknown,,Tools,1710.0,0.0,N,
67610,2019,North Carolina,South Atlantic,CASWELL,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,Unknown,Unknown,,U,Individual,Parking/Drop Lot/Garage,,Tools,1404.0,0.0,N,
67609,2019,North Carolina,South Atlantic,CASWELL,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,Unknown,Unknown,,U,Individual,Parking/Drop Lot/Garage,,Camping/ Hunting/ Fishing Equipment/ Supplies,3200.0,0.0,N,
61397,2019,Texas,West South Central,TARRANT,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,Not Hispanic or Latino,33.0,M,Business,Commercial/Office Building,,Other,200000.0,0.0,N,
61396,2019,Texas,West South Central,TARRANT,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,Not Hispanic or Latino,26.0,M,Business,Commercial/Office Building,,Other,200000.0,0.0,N,
27875,2019,North Carolina,South Atlantic,CASWELL,South,"Non-MSA counties from 10,000 thru 24,999",Credit Card/Automated Teller Machine Fraud,Unknown,Unknown,,U,Individual,Cyberspace,,Money,1858.0,0.0,N,
27901,2019,Mississippi,East South Central,JACKSON,South,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,,U,Individual,Hotel/Motel/Etc.,,Money,2400.0,0.0,N,
61386,2019,West Virginia,South Atlantic,PUTNAM,South,"MSA counties under 10,000",All Other Larceny,White,,24.0,M,Business,Parking/Drop Lot/Garage,,Other,6060.0,6060.0,Y,08-Feb-19
27906,2019,Tennessee,East South Central,,South,"MSA counties under 10,000",Motor Vehicle Theft,White,Not Hispanic or Latino,38.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,,Automobile,2000.0,0.0,N,
27908,2019,Colorado,Mountain,WELD; ADAMS,West,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,White,Not Hispanic or Latino,33.0,M,Society/Public,Residence/Home,,Automobile,7458.0,7458.0,Y,12-Dec-19
27909,2019,Colorado,Mountain,ADAMS,West,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Hispanic or Latino,34.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,,Automobile,15000.0,15000.0,Y,10-Dec-19
61360,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",All Other Larceny,White,,51.0,M,Business,Parking/Drop Lot/Garage,,Other,50300.0,50300.0,Y,18-Mar-19
61354,2019,North Carolina,South Atlantic,BURKE,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Not Hispanic or Latino,41.0,M,Business,Other/Unknown,,Other,6996.0,0.0,N,
27925,2019,Michigan,East North Central,WAYNE,Midwest,"Cities from 500,000 thru 999,999",False Pretenses/Swindle/Confidence Game,Unknown,Unknown,55.0,M,Business,Commercial/Office Building,,Automobile,25000.0,1.0,Y,04-Mar-19
27927,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Unknown,,58.0,U,Business,Highway/Road/Alley/Street/Sidewalk,,Radio/ TV/ VCR,6400.0,0.0,N,
27928,2019,Virginia,South Atlantic,ALEXANDRIA CITY,South,"Cities from 100,000 thru 249,999",False Pretenses/Swindle/Confidence Game,Unknown,Unknown,30.0,M,Business,Auto Dealership New/Used,,Automobile,18538.0,0.0,N,
61402,2019,North Carolina,South Atlantic,MECKLENBURG,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,Not Hispanic or Latino,30.0,M,Business,Industrial Site,,Other,1799.0,0.0,N,
61331,2019,Ohio,East North Central,DELAWARE; FAIRFIELD; FRANKLIN,Midwest,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,47.0,M,Business,Highway/Road/Alley/Street/Sidewalk,,Other,2000.0,0.0,N,
61328,2019,Texas,West South Central,ELLIS; TARRANT; DALLAS,South,"Cities from 100,000 thru 249,999",All Other Larceny,Black or African American,Not Hispanic or Latino,32.0,M,Business,Grocery/Supermarket,,Other,8000.0,0.0,N,
27929,2019,Virginia,South Atlantic,ALEXANDRIA CITY,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,Unknown,Unknown,30.0,M,Business,Auto Dealership New/Used,,Automobile,18538.0,0.0,N,
61286,2019,West Virginia,South Atlantic,OHIO,South,"MSA counties under 10,000",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Other,4500.0,0.0,N,
61279,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",All Other Larceny,Unknown,,58.0,U,Individual,Parking/Drop Lot/Garage,,Other,20000.0,0.0,N,
61275,2019,North Carolina,South Atlantic,CASWELL,South,"Non-MSA counties from 10,000 thru 24,999",All Other Larceny,Unknown,Not Hispanic or Latino,70.0,F,Individual,Residence/Home,,Other,2000.0,0.0,N,
61261,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",All Other Larceny,White,,24.0,M,Government,Highway/Road/Alley/Street/Sidewalk,,Other,25000.0,0.0,N,
61258,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Construction Site,,Other,2500.0,0.0,N,
27946,2019,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 10,000 thru 24,999",False Pretenses/Swindle/Confidence Game,,,,,Business,Residence/Home,,Money,43291.0,0.0,N,
27947,2019,North Carolina,South Atlantic,WILSON,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Business,Residence/Home,,Automobile,7000.0,0.0,N,
27948,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Automobile,11500.0,0.0,N,
27950,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Business,Residence/Home,,Automobile,30000.0,0.0,N,
27952,2019,Michigan,East North Central,MACOMB,Midwest,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Business,Industrial Site,,Automobile,200000.0,150000.0,Y,26-Nov-19
27955,2019,Texas,West South Central,ELLIS,South,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,,,,,Business,Parking/Drop Lot/Garage,,Automobile,20000.0,0.0,N,
61329,2019,Texas,West South Central,ELLIS; TARRANT; DALLAS,South,"Cities from 100,000 thru 249,999",All Other Larceny,Black or African American,Not Hispanic or Latino,32.0,M,Business,Grocery/Supermarket,,Other,8000.0,0.0,N,
27956,2019,North Carolina,South Atlantic,BUNCOMBE,South,"MSA counties 100,000 or over",False Pretenses/Swindle/Confidence Game,,,,,Business,Bank/Savings and Loan,,Money,4900.0,0.0,N,
27866,2019,North Carolina,South Atlantic,STANLY,South,"Cities from 10,000 thru 24,999",All Other Larceny,Black or African American,Unknown,33.0,M,Government,Residence/Home,,Structure/ Public,2000.0,0.0,N,
61415,2019,North Carolina,South Atlantic,PITT,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Unknown,16.0,M,Business,Residence/Home,,Other,1500.0,1500.0,Y,17-Dec-19
27780,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Service/Gas Station,,Automobile,7000.0,0.0,N,
27781,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",False Pretenses/Swindle/Confidence Game,,,,,Individual,Other/Unknown,,Money,23000.0,0.0,N,
27782,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Automobile,2000.0,0.0,N,
27785,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Residence/Home,,Automobile,6000.0,0.0,N,
27786,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Parking/Drop Lot/Garage,,Automobile,20000.0,20000.0,Y,14-Dec-19
27787,2019,North Carolina,South Atlantic,JOHNSTON,South,"Cities from 10,000 thru 24,999",Wire Fraud,,,,,Individual,Residence/Home,,Money,2177.0,0.0,N,
27788,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",Wire Fraud,,,,,Individual,Cyberspace,,Money,2500.0,0.0,N,
27802,2019,North Carolina,South Atlantic,ONSLOW,South,"MSA counties 100,000 or over",False Pretenses/Swindle/Confidence Game,,,,,Individual,Residence/Home,,Money,3500.0,0.0,N,
61597,2019,Texas,West South Central,DIMMIT,South,"Non-MSA counties from 10,000 thru 24,999",All Other Larceny,,,,,Business,Other/Unknown,,Other,10906.0,,N,
61596,2019,Oregon,Pacific,CLACKAMAS,West,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Commercial/Office Building,,Other,92945.0,92945.0,Y,02-Jul-19
61594,2019,Texas,West South Central,DENTON; DALLAS,South,"Cities from 25,000 thru 49,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,30000.0,30000.0,Y,28-Jan-19
61593,2019,Texas,West South Central,DENTON; DALLAS,South,"Cities from 25,000 thru 49,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,20000.0,20000.0,Y,28-Jan-19
61592,2019,Texas,West South Central,DENTON; DALLAS,South,"Cities from 25,000 thru 49,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,20000.0,20000.0,Y,28-Jan-19
27862,2019,North Carolina,South Atlantic,IREDELL,South,"MSA counties 100,000 or over",Motor Vehicle Theft,White,Unknown,39.0,M,Business,Convenience Store,Motor Vehicle/Vessel,Automobile,6000.0,0.0,N,
61586,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,5000.0,0.0,N,
61582,2019,North Carolina,South Atlantic,UNION,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Business,Specialty Store,,Other,3000.0,0.0,N,
61581,2019,North Carolina,South Atlantic,IREDELL,South,"Cities from 25,000 thru 49,999",All Other Larceny,,,,,Business,Industrial Site,,Other,3720.0,0.0,N,
61577,2019,Texas,West South Central,TRAVIS; WILLIAMSON,South,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Business,Construction Site,,Other,7500.0,,N,
61576,2019,Texas,West South Central,TRAVIS; WILLIAMSON,South,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Business,Construction Site,,Other,2000.0,,N,
61569,2019,Massachusetts,New England,BARNSTABLE,Northeast,"Cities from 10,000 thru 24,999",Credit Card/Automated Teller Machine Fraud,,,,,Individual,Residence/Home,,Other,5079.0,0.0,N,
61564,2019,Ohio,East North Central,ASHLAND,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Residence/Home,,Other,12000.0,0.0,N,
61555,2019,South Carolina,South Atlantic,BEAUFORT,South,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Individual,Residence/Home,,Other,6500.0,0.0,Y,01-Oct-19
61553,2019,West Virginia,South Atlantic,WOOD,South,"Cities from 2,500 thru 9,999",All Other Larceny,,,,,Individual,Residence/Home,,Other,1500.0,0.0,N,
27851,2019,Virginia,South Atlantic,LOUDOUN,South,"Cities from 50,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,Not Hispanic or Latino,55.0,M,Business,Camp/Campground,,Automobile,9799.0,0.0,N,
61510,2019,Texas,West South Central,DALLAS,South,"Cities from 2,500 thru 9,999",All Other Larceny,Unknown,Unknown,,U,Individual,Residence/Home,,Other,2500.0,0.0,N,
61474,2019,West Virginia,South Atlantic,LOGAN,South,"Cities under 2,500",Robbery,White,,25.0,M,Individual,Residence/Home,Knife/Cutting Instrument,Artistic Supplies/ Accessories,1150.0,0.0,N,
61422,2019,Texas,West South Central,COMAL,South,"Cities from 2,500 thru 9,999",All Other Larceny,White,Not Hispanic or Latino,,M,Business,Parking/Drop Lot/Garage,,Other,3000.0,0.0,N,
61416,2019,North Carolina,South Atlantic,PITT,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,Unknown,18.0,M,Business,Residence/Home,,Other,1500.0,1500.0,Y,17-Dec-19
61584,2019,North Carolina,South Atlantic,ROBESON,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,,,,,Business,Residence/Home,,Other,3185.0,0.0,N,
27779,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",Motor Vehicle Theft,,,,,Individual,Auto Dealership New/Used,,Automobile,4000.0,4000.0,Y,23-Apr-19
27957,2019,Texas,West South Central,ELLIS; TARRANT; DALLAS,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Business,Specialty Store,,Automobile,10000.0,10000.0,Y,21-Aug-19
61229,2019,Texas,West South Central,KERR,South,"Cities from 10,000 thru 24,999",All Other Larceny,Unknown,Unknown,,U,Business,Hotel/Motel/Etc.,,Other,2728.0,0.0,N,
61008,2019,North Carolina,South Atlantic,GUILFORD,South,"Cities from 250,000 thru 499,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,15030.0,14950.0,Y,26-Jun-19
61004,2019,North Carolina,South Atlantic,CUMBERLAND,South,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Business,Parking/Drop Lot/Garage,,Other,2500.0,2500.0,Y,29-May-19
60996,2019,Texas,West South Central,DIMMIT,South,"Non-MSA counties from 10,000 thru 24,999",All Other Larceny,,,,,Business,Field/Woods,,Other,5000.0,,N,
60994,2019,Texas,West South Central,ELLIS; TARRANT; DALLAS,South,"Cities from 100,000 thru 249,999",All Other Larceny,,,,,Business,Commercial/Office Building,,Other,40000.0,40000.0,Y,19-Sep-19
28197,2019,North Carolina,South Atlantic,PITT,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,31.0,M,Individual,Residence/Home,,Automobile,15995.0,15995.0,Y,17-Jul-19
28198,2019,North Carolina,South Atlantic,PITT,South,"MSA counties from 25,000 thru 99,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,48.0,M,Individual,Residence/Home,,Automobile,15995.0,15995.0,Y,17-Jul-19
28199,2019,North Carolina,South Atlantic,WAKE,South,"Cities under 2,500",False Pretenses/Swindle/Confidence Game,Black or African American,Not Hispanic or Latino,25.0,M,Individual,Rental Storage Facility,,Automobile,29470.0,29470.0,Y,05-Dec-19
28200,2019,North Carolina,South Atlantic,WILSON,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,23.0,M,Individual,Convenience Store,,Automobile,10000.0,0.0,N,
28201,2019,North Carolina,South Atlantic,WILSON,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,17.0,M,Individual,Residence/Home,,Automobile,15000.0,0.0,N,
28202,2019,North Carolina,South Atlantic,WILSON,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,17.0,M,Individual,Residence/Home,,Automobile,15000.0,0.0,N,
28203,2019,Texas,West South Central,DENTON; COLLIN; DALLAS,South,"Cities 1,000,000 or over",Motor Vehicle Theft,Black or African American,,23.0,F,Individual,Hotel/Motel/Etc.,,Automobile,12000.0,12000.0,Y,24-Oct-19
28205,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,Not Hispanic or Latino,28.0,M,Individual,Residence/Home,,Automobile,10000.0,10000.0,Y,02-Nov-19
28206,2019,North Carolina,South Atlantic,WAKE,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,Unknown,18.0,M,Individual,Residence/Home,,Money,5000.0,0.0,N,
